FECHA (YYMMDD);HORA (HHMM);Humedad Relativa (%);
250518;1700;87,1;
250518;1800;88,9;
250518;1900;91,275;
250518;2000;98,05;
250518;2100;100;
250518;2200;100;
250518;2300;100;
250519;0000;100;
250519;0100;100;
250519;0200;100;
250519;0300;100;
250519;0400;100;
250519;0500;100;
250519;0600;100;
250519;0700;100;
250519;0800;100;
250519;0900;100;
250519;1000;98,875;
250519;1100;76,6675;
250519;1200;69,47;
250519;1300;64,9375;
250519;1400;47,6275;
250519;1500;43,9;
250519;1600;45,6375;
250519;1700;56,72;
250519;1800;69,2825;
250519;1900;75,9401;
250519;2000;78,8175;
250519;2100;73,8225;
250519;2200;81,86;
250519;2300;78,725;
250520;0000;74,6925;
250520;0100;78,05;
250520;0200;87,925;
250520;0300;83,675;
250520;0400;80,1075;
250520;0500;80,8625;
250520;0600;80,475;
250520;0700;81,075;
250520;0800;78,155;
250520;0900;73,4375;
250520;1000;65,785;
250520;1100;54,3225;
250520;1200;44,7675;
250520;1300;46,895;
250520;1400;51,345;
250520;1500;52,7525;
250520;1600;75,0425;
250520;1700;81,5725;
250520;1800;83,125;
250520;1900;84,125;
250520;2000;86,325;
250520;2100;89,425;
250520;2200;90,625;
250520;2300;90,225;
250521;0000;91,225;
250521;0100;98,35;
250521;0200;100;
250521;0300;100;
250521;0400;100;
250521;0500;100;
250521;0600;100;
250521;0700;100;
250521;0800;100;
250521;0900;100;
250521;1000;86,0601;
250521;1100;74,0699;
250521;1200;63,62;
250521;1300;56,0875;
250521;1400;48,89;
250521;1500;45,76;
250521;1600;47,245;
250521;1700;66,075;
250521;1800;76,54;
250521;1900;75,3051;
250521;2000;76,6025;
250521;2100;75,7275;
250521;2200;76,74;
250521;2300;79,2975;
250522;0000;81,425;
250522;0100;90,425;
250522;0200;99,425;
250522;0300;100;
250522;0400;100;
250522;0500;100;
250522;0600;100;
250522;0700;100;
250522;0800;99,975;
250522;0900;90,125;
250522;1000;80,0699;
250522;1100;73,73;
250522;1200;63,155;
250522;1300;61,4925;
250522;1400;66,7476;
250522;1500;65,715;
250522;1600;72,0026;
250522;1700;82,625;
250522;1800;86;
250522;1900;89,5;
250522;2000;94,275;
250522;2100;99,4;
250522;2200;100;
250522;2300;100;
250523;0000;100;
250523;0100;100;
250523;0200;100;
250523;0300;100;
250523;0400;100;
250523;0500;100;
250523;0600;100;
250523;0700;100;
250523;0800;100;
250523;0900;100;
250523;1000;100;
250523;1100;100;
250523;1200;100;
250523;1300;90,1;
250523;1400;82,95;
250523;1500;80,275;
250523;1600;71,465;
250523;1700;87,2;
250523;1800;96,85;
250523;1900;100;
250523;2000;100;
250523;2100;100;
250523;2200;100;
250523;2300;100;
250524;0000;100;
250524;0100;100;
250524;0200;100;
250524;0300;100;
250524;0400;100;
250524;0500;100;
250524;0600;100;
250524;0700;100;
250524;0800;100;
250524;0900;100;
250524;1000;100;
250524;1100;100;
250524;1200;92,675;
250524;1300;76,1949;
250524;1400;68,8575;
250524;1500;68,925;
250524;1600;64,1375;
250524;1700;78,4475;
250524;1800;82,7075;
250524;1900;84,825;
250524;2000;93,6;
250524;2100;99,95;
250524;2200;100;
250524;2300;100;
250525;0000;100;
250525;0100;100;
250525;0200;100;
250525;0300;100;
250525;0400;100;
250525;0500;100;
250525;0600;100;
250525;0700;100;
250525;0800;100;
250525;0900;100;
250525;1000;100;
250525;1100;100;
250525;1200;97;
250525;1300;90,7;
250525;1400;95,125;
250525;1500;97,2;
250525;1600;96,65;
250525;1700;99,725;
250525;1800;100;
250525;1900;100;
250525;2000;100;
250525;2100;100;
250525;2200;100;
250525;2300;100;
250526;0000;89,5;
250526;0100;87,3;
250526;0200;91,875;
250526;0300;99,55;
250526;0400;89,475;
250526;0500;88,3;
250526;0600;92,075;
250526;0700;88,775;
250526;0800;83,85;
250526;0900;83,575;
250526;1000;83,6949;
250526;1100;74,205;
250526;1200;62,7275;
250526;1300;63,1675;
250526;1400;66,155;
250526;1500;66,105;
250526;1600;72,3101;
250526;1700;84,25;
250526;1800;87,55;
250526;1900;98,775;
250526;2000;100;
250526;2100;98,1;
250526;2200;92,85;
250526;2300;99,925;
250527;0000;100;
250527;0100;100;
250527;0200;100;
250527;0300;100;
250527;0400;100;
250527;0500;100;
250527;0600;100;
250527;0700;100;
250527;0800;100;
250527;0900;100;
250527;1000;97,375;
250527;1100;76,905;
250527;1200;58,9825;
250527;1300;49,4675;
250527;1400;46,9975;
250527;1500;51,555;
250527;1600;57,7975;
250527;1700;76,8676;
250527;1800;84,925;
250527;1900;90,95;
250527;2000;95,975;
250527;2100;99,35;
250527;2200;100;
250527;2300;100;
250528;0000;100;
250528;0100;100;
250528;0200;100;
250528;0300;100;
250528;0400;100;
250528;0500;100;
250528;0600;100;
250528;0700;100;
250528;0800;100;
250528;0900;100;
250528;1000;88,8;
250528;1100;66,8676;
250528;1200;59,2575;
250528;1300;51,785;
250528;1400;47,4425;
250528;1500;48,4025;
250528;1600;54,1075;
250528;1700;61,955;
250528;1800;68,7775;
250528;1900;69,3125;
250528;2000;65,9275;
250528;2100;61,9075;
250528;2200;69,595;
250528;2300;79,4325;
250529;0000;80,0875;
250529;0100;80,73;
250529;0200;80,745;
250529;0300;86,2;
250529;0400;87,325;
250529;0500;92,475;
250529;0600;99,975;
250529;0700;100;
250529;0800;100;
250529;0900;91,25;
250529;1000;71,6949;
250529;1100;56,7625;
250529;1200;52,975;
250529;1300;53,67;
250529;1400;54,9;
250529;1500;58,855;
250529;1600;66,4325;
250529;1700;73,2075;
250529;1800;80,2;
250529;1900;85,625;
250529;2000;92,45;
250529;2100;99,5;
250529;2200;100;
250529;2300;100;
250530;0000;100;
250530;0100;100;
250530;0200;93,175;
250530;0300;91,875;
250530;0400;98,475;
250530;0500;100;
250530;0600;100;
250530;0700;100;
250530;0800;100;
250530;0900;100;
250530;1000;99,9;
250530;1100;83,4725;
250530;1200;60,585;
250530;1300;53,9225;
250530;1400;52,605;
250530;1500;54,3875;
250530;1600;51,12;
250530;1700;53,9325;
250530;1800;61,025;
250530;1900;66,4351;
250530;2000;61,24;
250530;2100;60,19;
250530;2200;71,2574;
250530;2300;76,92;
250531;0000;84,375;
250531;0100;88,9;
250531;0200;89,75;
250531;0300;97,775;
250531;0400;100;
250531;0500;100;
250531;0600;100;
250531;0700;100;
250531;0800;100;
250531;0900;99,625;
250531;1000;88,45;
250531;1100;70,1276;
250531;1200;59,625;
250531;1300;53,1575;
250531;1400;47,1775;
250531;1500;46,3975;
250531;1600;50,6825;
250531;1700;65,8075;
250531;1800;66,045;
250531;1900;67,7075;
250531;2000;70,8051;
250531;2100;75,71;
250531;2200;80,2225;
250531;2300;80,8525;
250601;0000;86,275;
250601;0100;78,4351;
250601;0200;87,25;
250601;0300;89,325;
250601;0400;90,925;
250601;0500;90,675;
250601;0600;91,75;
250601;0700;92,8;
250601;0800;92,35;
250601;0900;80,96;
250601;1000;65,83;
250601;1100;58,4975;
250601;1200;52,7575;
250601;1300;45,335;
250601;1400;43,4275;
250601;1500;46,92;
250601;1600;62,1825;
250601;1700;70,5725;
250601;1800;83,0601;
250601;1900;91,05;
250601;2000;96,15;
250601;2100;99,125;
250601;2200;100;
250601;2300;100;
250602;0000;100;
250602;0100;100;
250602;0200;100;
250602;0300;100;
250602;0400;100;
250602;0500;100;
250602;0600;100;
250602;0700;100;
250602;0800;100;
250602;0900;99,35;
250602;1000;90,45;
250602;1100;83,1;
250602;1200;75,4;
250602;1300;73,1025;
250602;1400;72,4;
250602;1500;71,09;
250602;1600;77,2476;
250602;1700;83,8375;
250602;1800;86,325;
250602;1900;87,3;
250602;2000;89,9;
250602;2100;94,075;
250602;2200;99,55;
250602;2300;100;
250603;0000;100;
250603;0100;100;
250603;0200;100;
250603;0300;100;
250603;0400;100;
250603;0500;100;
250603;0600;100;
250603;0700;100;
250603;0800;100;
250603;0900;100;
250603;1000;100;
250603;1100;100;
250603;1200;99,95;
250603;1300;97,925;
250603;1400;97,5;
250603;1500;91,475;
250603;1600;93,975;
250603;1700;91,975;
250603;1800;91,725;
250603;1900;98,4;
250603;2000;100;
250603;2100;100;
250603;2200;100;
250603;2300;100;
250604;0000;100;
250604;0100;100;
250604;0200;100;
250604;0300;100;
250604;0400;100;
250604;0500;100;
250604;0600;100;
250604;0700;100;
250604;0800;100;
250604;0900;100;
250604;1000;98,725;
250604;1100;82,09;
250604;1200;70,4825;
250604;1300;63,2275;
250604;1400;56,945;
250604;1500;62,0725;
250604;1600;68,8925;
250604;1700;85,1851;
250604;1800;91,95;
250604;1900;98,825;
250604;2000;100;
250604;2100;100;
250604;2200;100;
250604;2300;100;
250605;0000;100;
250605;0100;100;
250605;0200;100;
250605;0300;100;
250605;0400;100;
250605;0500;100;
250605;0600;100;
250605;0700;100;
250605;0800;100;
250605;0900;99,85;
250605;1000;90,2;
250605;1100;80,6725;
250605;1200;69,9301;
250605;1300;57,535;
250605;1400;49,4425;
250605;1500;49,3725;
250605;1600;61,9025;
250605;1700;81,74;
250605;1800;89,775;
250605;1900;94,475;
250605;2000;99,8;
250605;2100;100;
250605;2200;100;
250605;2300;100;
250606;0000;100;
250606;0100;100;
250606;0200;100;
250606;0300;100;
250606;0400;100;
250606;0500;100;
250606;0600;100;
250606;0700;100;
250606;0800;100;
250606;0900;100;
250606;1000;100;
250606;1100;100;
250606;1200;94,1;
250606;1300;87,925;
250606;1400;84,35;
250606;1500;79,05;
250606;1600;80,295;
250606;1700;78,49;
250606;1800;76,15;
250606;1900;74,5575;
250606;2000;75,9575;
250606;2100;75,89;
250606;2200;77,5725;
250606;2300;81,5;
250607;0000;82,275;
250607;0100;83,35;
250607;0200;84,15;
250607;0300;85,55;
250607;0400;87,825;
250607;0500;87,975;
250607;0600;88,075;
250607;0700;89,525;
250607;0800;89,95;
250607;0900;87,375;
250607;1000;82,0975;
250607;1100;79,785;
250607;1200;74,1;
250607;1300;68,9525;
250607;1400;67,1575;
250607;1500;68,9449;
250607;1600;69,165;
250607;1700;80,86;
250607;1800;86,3;
250607;1900;89,925;
250607;2000;91,15;
250607;2100;96,275;
250607;2200;100;
250607;2300;100;
250608;0000;100;
250608;0100;100;
250608;0200;100;
250608;0300;100;
250608;0400;100;
250608;0500;100;
250608;0600;100;
250608;0700;100;
250608;0800;100;
250608;0900;100;
250608;1000;100;
250608;1100;100;
250608;1200;80,9175;
250608;1300;60,4475;
250608;1400;53,215;
250608;1500;56,6825;
250608;1600;71,9625;
250608;1700;90;
250608;1800;95,1;
250608;1900;100;
250608;2000;100;
250608;2100;100;
250608;2200;100;
250608;2300;100;
250609;0000;100;
250609;0100;100;
250609;0200;100;
250609;0300;100;
250609;0400;100;
250609;0500;100;
250609;0600;100;
250609;0700;100;
250609;0800;100;
250609;0900;100;
250609;1000;100;
250609;1100;92,225;
250609;1200;72,615;
250609;1300;62,8925;
250609;1400;64,08;
250609;1500;65,7075;
250609;1600;65,925;
250609;1700;82,955;
250609;1800;90,45;
250609;1900;95,55;
250609;2000;99,7;
250609;2100;100;
250609;2200;100;
250609;2300;100;
250610;0000;100;
250610;0100;100;
250610;0200;100;
250610;0300;100;
250610;0400;100;
250610;0500;100;
250610;0600;100;
250610;0700;100;
250610;0800;100;
250610;0900;100;
250610;1000;100;
250610;1100;95,85;
250610;1200;72,995;
250610;1300;57,9775;
250610;1400;53,475;
250610;1500;60,6775;
250610;1600;65,6025;
250610;1700;75,525;
250610;1800;87,375;
250610;1900;95,95;
250610;2000;100;
250610;2100;100;
250610;2200;100;
250610;2300;99,175;
250611;0000;87;
250611;0100;85,25;
250611;0200;83,4;
250611;0300;81,875;
250611;0400;79,715;
250611;0500;80,35;
250611;0600;79,1625;
250611;0700;75,745;
250611;0800;74,92;
250611;0900;73,67;
250611;1000;70,4675;
250611;1100;64,12;
250611;1200;63,305;
250611;1300;65,52;
250611;1400;68,2725;
250611;1500;70,73;
250611;1600;73,55;
250611;1700;74,0975;
250611;1800;75,05;
250611;1900;80,645;
250611;2000;89,65;
250611;2100;96,175;
250611;2200;98,3;
250611;2300;100;
250612;0000;100;
250612;0100;100;
250612;0200;100;
250612;0300;100;
250612;0400;100;
250612;0500;100;
250612;0600;100;
250612;0700;100;
250612;0800;100;
250612;0900;100;
250612;1000;100;
250612;1100;100;
250612;1200;100;
250612;1300;100;
250612;1400;97,325;
250612;1500;88,2;
250612;1600;85,825;
250612;1700;86,2;
250612;1800;96;
250612;1900;100;
250612;2000;100;
250612;2100;100;
250612;2200;100;
250612;2300;100;
250613;0000;100;
250613;0100;99,15;
250613;0200;96,725;
250613;0300;100;
250613;0400;100;
250613;0500;100;
250613;0600;100;
250613;0700;100;
250613;0800;100;
250613;0900;100;
250613;1000;100;
250613;1100;97,075;
250613;1200;87,525;
250613;1300;83,2476;
250613;1400;78,3125;
250613;1500;76,2125;
250613;1600;76,4525;
250613;1700;91,55;
250613;1800;99,95;
250613;1900;100;
250613;2000;100;
250613;2100;100;
250613;2200;100;
250613;2300;100;
250614;0000;100;
250614;0100;100;
250614;0200;100;
250614;0300;100;
250614;0400;100;
250614;0500;100;
250614;0600;100;
250614;0700;100;
250614;0800;100;
250614;0900;100;
250614;1000;100;
250614;1100;88,525;
250614;1200;89,225;
250614;1300;90,3;
250614;1400;92,575;
250614;1500;92,05;
250614;1600;86,125;
250614;1700;88,05;
250614;1800;89,0333;
250614;1900;92,7;
250614;2000;93,65;
250614;2100;93,475;
250614;2200;99,75;
250614;2300;99,9333;
250615;0000;100;
250615;0100;100;
250615;0200;100;
250615;0300;100;
250615;0400;100;
250615;0500;100;
250615;0600;100;
250615;0700;100;
250615;0800;100;
250615;0900;100;
250615;1000;100;
250615;1100;93,525;
250615;1200;83,725;
250615;1300;79,765;
250615;1400;77,23;
250615;1500;76,2625;
250615;1600;84,4;
250615;1700;87,45;
250615;1800;94,05;
250615;1900;100;
250615;2000;100;
250615;2100;100;
250615;2200;99,45;
250615;2300;99,325;
250616;0000;100;
250616;0100;100;
250616;0200;100;
250616;0300;100;
250616;0400;100;
250616;0500;100;
250616;0600;100;
250616;0700;100;
250616;0800;100;
250616;0900;100;
250616;1000;100;
250616;1100;96,725;
250616;1200;87,65;
250616;1300;84,6;
250616;1400;84,875;
250616;1500;89,4;
250616;1600;97,725;
250616;1700;100;
250616;1800;100;
250616;1900;100;
250616;2000;100;
250616;2100;100;
250616;2200;100;
250616;2300;100;
250617;0000;100;
250617;0100;100;
250617;0200;100;
250617;0300;100;
250617;0400;100;
250617;0500;100;
250617;0600;100;
250617;0700;100;
250617;0800;100;
250617;0900;100;
250617;1000;95,625;
250617;1100;85,775;
250617;1200;78,79;
250617;1300;70,51;
250617;1400;58,365;
250617;1500;60,8575;
250617;1600;72,4449;
250617;1700;79,3275;
250617;1800;87;
250617;1900;98,675;
250617;2000;100;
250617;2100;100;
250617;2200;100;
250617;2300;100;
250618;0000;100;
250618;0100;100;
250618;0200;100;
250618;0300;100;
250618;0400;100;
250618;0500;100;
250618;0600;100;
250618;0700;100;
250618;0800;100;
250618;0900;100;
250618;1000;100;
250618;1100;100;
250618;1200;86,145;
250618;1300;71,8925;
250618;1400;66,0525;
250618;1500;63,2675;
250618;1600;64,3875;
250618;1700;74,8925;
250618;1800;86,675;
250618;1900;89,1;
250618;2000;96,675;
250618;2100;100;
250618;2200;100;
250618;2300;100;
250619;0000;100;
250619;0100;100;
250619;0200;100;
250619;0300;100;
250619;0400;100;
250619;0500;100;
250619;0600;100;
250619;0700;100;
250619;0800;100;
250619;0900;100;
250619;1000;100;
250619;1100;100;
250619;1200;86,475;
250619;1300;76,0725;
250619;1400;63,2575;
250619;1500;64,525;
250619;1600;71,365;
250619;1700;86,1;
250619;1800;98,6;
250619;1900;100;
250619;2000;100;
250619;2100;100;
250619;2200;100;
250619;2300;100;
250620;0000;100;
250620;0100;100;
250620;0200;100;
250620;0300;100;
250620;0400;100;
250620;0500;100;
250620;0600;100;
250620;0700;100;
250620;0800;100;
250620;0900;100;
250620;1000;100;
250620;1100;100;
250620;1200;100;
250620;1300;100;
250620;1400;100;
250620;1500;96,525;
250620;1600;97,275;
250620;1700;86,455;
250620;1800;81,7526;
250620;1900;82,7;
250620;2000;83,475;
250620;2100;85,65;
250620;2200;85,675;
250620;2300;82,1;
250621;0000;81,625;
250621;0100;73,0575;
250621;0200;69,63;
250621;0300;85,95;
250621;0400;94,45;
250621;0500;99,875;
250621;0600;100;
250621;0700;100;
250621;0800;100;
250621;0900;100;
250621;1000;96,5;
250621;1100;85,475;
250621;1200;81,4401;
250621;1300;80,72;
250621;1400;81,275;
250621;1500;92,6;
250621;1600;100;
250621;1700;100;
250621;1800;100;
250621;1900;100;
250621;2000;100;
250621;2100;96,375;
250621;2200;89,575;
250621;2300;88,8;
250622;0000;89,175;
250622;0100;97,975;
250622;0200;100;
250622;0300;97,9;
250622;0400;89,7;
250622;0500;86,55;
250622;0600;88,8;
250622;0700;99,7;
250622;0800;84,3375;
250622;0900;65,45;
250622;1000;57,3925;
250622;1100;48,7475;
250622;1200;43,7333;
250622;1300;46,2175;
250622;1400;49,72;
250622;1500;48,1675;
250622;1600;68,6775;
250622;1700;79,3625;
250622;1800;88,75;
250622;1900;93,75;
250622;2000;98,95;
250622;2100;100;
250622;2200;100;
250622;2300;100;
250623;0000;100;
250623;0100;100;
250623;0200;100;
250623;0300;100;
250623;0400;100;
250623;0500;100;
250623;0600;100;
250623;0700;100;
250623;0800;100;
250623;0900;100;
250623;1000;99,875;
250623;1100;78,4025;
250623;1200;69,655;
250623;1300;62,1075;
250623;1400;52,9;
250623;1500;51,86;
250623;1600;62,4825;
250623;1700;61,3175;
250623;1800;70,27;
250623;1900;84,8824;
250623;2000;92,9;
250623;2100;98,825;
250623;2200;100;
250623;2300;100;
250624;0000;100;
250624;0100;100;
250624;0200;100;
250624;0300;100;
250624;0400;100;
250624;0500;100;
250624;0600;100;
250624;0700;100;
250624;0800;100;
250624;0900;100;
250624;1000;100;
250624;1100;97,675;
250624;1200;83,89;
250624;1300;73,7574;
250624;1400;65,8101;
250624;1500;70,355;
250624;1600;79,5825;
250624;1700;96,1;
250624;1800;100;
250624;1900;98,1;
250624;2000;98,375;
250624;2100;92,25;
250624;2200;92;
250624;2300;90,675;
250625;0000;98,225;
250625;0100;100;
250625;0200;100;
250625;0300;100;
250625;0400;100;
250625;0500;100;
250625;0600;100;
250625;0700;100;
250625;0800;100;
250625;0900;100;
250625;1000;100;
250625;1100;98,65;
250625;1200;75,0325;
250625;1300;53,135;
250625;1400;53,575;
250625;1500;54,9375;
250625;1600;59,3;
250625;1700;66,865;
250625;1800;71,6901;
250625;1900;73,77;
250625;2000;84,4875;
250625;2100;97,3;
250625;2200;100;
250625;2300;100;
250626;0000;100;
250626;0100;100;
250626;0200;100;
250626;0300;100;
250626;0400;100;
250626;0500;100;
250626;0600;100;
250626;0700;100;
250626;0800;100;
250626;0900;100;
250626;1000;100;
250626;1100;92,15;
250626;1200;73,0675;
250626;1300;68,4449;
250626;1400;63,9775;
250626;1500;66,915;
250626;1600;73,845;
250626;1700;81,25;
250626;1800;95,65;
250626;1900;100;
250626;2000;99,825;
250626;2100;100;
250626;2200;100;
250626;2300;100;
250627;0000;100;
250627;0100;100;
250627;0200;100;
250627;0300;100;
250627;0400;100;
250627;0500;100;
250627;0600;100;
250627;0700;100;
250627;0800;100;
250627;0900;100;
250627;1000;100;
250627;1100;96,625;
250627;1200;83,1;
250627;1300;76,8151;
250627;1400;64,4625;
250627;1500;59,4625;
250627;1600;62,2825;
250627;1700;73,4825;
250627;1800;85,0125;
250627;1900;98,075;
250627;2000;100;
250627;2100;100;
250627;2200;100;
250627;2300;100;
250628;0000;100;
250628;0100;100;
250628;0200;100;
250628;0300;100;
250628;0400;100;
250628;0500;100;
250628;0600;100;
250628;0700;100;
250628;0800;100;
250628;0900;100;
250628;1000;100;
250628;1100;100;
250628;1200;91,5725;
250628;1300;72,4875;
250628;1400;67,0675;
250628;1500;58,4825;
250628;1600;66,285;
250628;1700;79,5175;
250628;1800;88,7;
250628;1900;92,85;
250628;2000;99,55;
250628;2100;98,275;
250628;2200;96,925;
250628;2300;97,15;
250629;0000;100;
250629;0100;100;
250629;0200;100;
250629;0300;100;
250629;0400;100;
250629;0500;100;
250629;0600;100;
250629;0700;100;
250629;0800;100;
250629;0900;100;
250629;1000;100;
250629;1100;78,14;
250629;1200;54,875;
250629;1300;44,9675;
250629;1400;36,9925;
250629;1500;28,995;
250629;1600;33,5825;
250629;1700;54,645;
250629;1800;64,1949;
250629;1900;65,5525;
250629;2000;49,325;
250629;2100;45,53;
250629;2200;41,525;
250629;2300;43,225;
250630;0000;39,96;
250630;0100;52,93;
250630;0200;67,7476;
250630;0300;73,4351;
250630;0400;69,885;
250630;0500;78,9175;
250630;0600;75,005;
250630;0700;73,76;
250630;0800;75,6;
250630;0900;70,0575;
250630;1000;50,82;
250630;1100;44,1225;
250630;1200;42,3475;
250630;1300;40,0625;
250630;1400;42,7925;
250630;1500;38,42;
250630;1600;51,8375;
250630;1700;74,525;
250630;1800;71,5699;
250630;1900;69,535;
250630;2000;71,865;
250630;2100;79,51;
250630;2200;80,095;
250630;2300;73,7526;
250701;0000;80,7225;
250701;0100;83,7;
250701;0200;83,675;
250701;0300;82,325;
250701;0400;87,4;
250701;0500;87,15;
250701;0600;83,325;
250701;0700;87,275;
250701;0800;88,825;
250701;0900;76,71;
250701;1000;61,625;
250701;1100;49,5825;
250701;1200;46,795;
250701;1300;44,995;
250701;1400;44,235;
250701;1500;55,0825;
250701;1600;65,51;
250701;1700;70,98;
250701;1800;71,4125;
250701;1900;76,6125;
250701;2000;86,6;
250701;2100;91,375;
250701;2200;94,175;
250701;2300;93,975;
250702;0000;99,35;
250702;0100;100;
250702;0200;99,575;
250702;0300;100;
250702;0400;93,6;
250702;0500;91,875;
250702;0600;94,45;
250702;0700;97,325;
250702;0800;88,75;
250702;0900;81,8676;
250702;1000;71,9175;
250702;1100;65,795;
250702;1200;52,5875;
250702;1300;42,735;
250702;1400;42,695;
250702;1500;41,5675;
250702;1600;54,3025;
250702;1700;71,42;
250702;1800;79,8726;
250702;1900;76,5225;
250702;2000;86,15;
250702;2100;94,325;
250702;2200;99,825;
250702;2300;97,125;
250703;0000;100;
250703;0100;100;
250703;0200;100;
250703;0300;100;
250703;0400;100;
250703;0500;100;
250703;0600;100;
250703;0700;100;
250703;0800;100;
250703;0900;100;
250703;1000;97,45;
250703;1100;82,21;
250703;1200;68,5026;
250703;1300;61,765;
250703;1400;52,535;
250703;1500;55,515;
250703;1600;63,12;
250703;1700;67,6525;
250703;1800;78,6525;
250703;1900;83,475;
250703;2000;91,95;
250703;2100;96,725;
250703;2200;100;
250703;2300;100;
250704;0000;100;
250704;0100;99,875;
250704;0200;100;
250704;0300;100;
250704;0400;100;
250704;0500;100;
250704;0600;100;
250704;0700;100;
250704;0800;100;
250704;0900;94,225;
250704;1000;86,55;
250704;1100;79,725;
250704;1200;64,525;
250704;1300;58,7125;
250704;1400;54,875;
250704;1500;57,5675;
250704;1600;58,4175;
250704;1700;63,0425;
250704;1800;77,005;
250704;1900;91,725;
250704;2000;99,4;
250704;2100;100;
250704;2200;100;
250704;2300;100;
250705;0000;96,4;
250705;0100;91,8;
250705;0200;90,75;
250705;0300;87,775;
250705;0400;87,9;
250705;0500;88,975;
250705;0600;79,135;
250705;0700;76,7225;
250705;0800;78,8925;
250705;0900;89,7;
250705;1000;92,55;
250705;1100;95,025;
250705;1200;100;
250705;1300;90,275;
250705;1400;87,425;
250705;1500;84,35;
250705;1600;78,8225;
250705;1700;77,97;
250705;1800;84,975;
250705;1900;86,975;
250705;2000;84,1;
250705;2100;85,95;
250705;2200;93,325;
250705;2300;92,05;
250706;0000;97,025;
250706;0100;88,575;
250706;0200;92,05;
250706;0300;92,325;
250706;0400;98,975;
250706;0500;99,55;
250706;0600;99,825;
250706;0700;100;
250706;0800;100;
250706;0900;100;
250706;1000;100;
250706;1100;100;
250706;1200;100;
250706;1300;98,125;
250706;1400;97,35;
250706;1500;99,175;
250706;1600;99,325;
250706;1700;100;
250706;1800;100;
250706;1900;100;
250706;2000;100;
250706;2100;100;
250706;2200;100;
250706;2300;100;
250707;0000;100;
250707;0100;100;
250707;0200;100;
250707;0300;100;
250707;0400;100;
250707;0500;100;
250707;0600;100;
250707;0700;100;
250707;0800;100;
250707;0900;100;
250707;1000;100;
250707;1100;100;
250707;1200;96,8;
250707;1300;86,975;
250707;1400;86,45;
250707;1500;82,275;
250707;1600;84,025;
250707;1700;84,725;
250707;1800;91,55;
250707;1900;91,425;
250707;2000;99,65;
250707;2100;100;
250707;2200;100;
250707;2300;100;
250708;0000;100;
250708;0100;100;
250708;0200;100;
250708;0300;100;
250708;0400;100;
250708;0500;98,5;
250708;0600;99,775;
250708;0700;100;
250708;0800;100;
250708;0900;100;
250708;1000;95,95;
250708;1100;75,6075;
250708;1200;64,7875;
250708;1300;61,585;
250708;1400;56,6575;
250708;1500;57,77;
250708;1600;67;
250708;1700;75,745;
250708;1800;86,325;
250708;1900;89,975;
250708;2000;75,605;
250708;2100;84,265;
250708;2200;95,25;
250708;2300;100;
250709;0000;100;
250709;0100;100;
250709;0200;100;
250709;0300;100;
250709;0400;100;
250709;0500;100;
250709;0600;100;
250709;0700;100;
250709;0800;100;
250709;0900;100;
250709;1000;100;
250709;1100;97,125;
250709;1200;69,7476;
250709;1300;63,8425;
250709;1400;60,325;
250709;1500;58,0025;
250709;1600;56,275;
250709;1700;78,9301;
250709;1800;75,635;
250709;1900;87,0475;
250709;2000;99,675;
250709;2100;100;
250709;2200;100;
250709;2300;100;
250710;0000;100;
250710;0100;100;
250710;0200;100;
250710;0300;100;
250710;0400;100;
250710;0500;100;
250710;0600;100;
250710;0700;100;
250710;0800;100;
250710;0900;100;
250710;1000;100;
250710;1100;99,25;
250710;1200;64,8125;
250710;1300;51,5625;
250710;1400;48,055;
250710;1500;50,9725;
250710;1600;62,365;
250710;1700;81,7275;
250710;1800;84,825;
250710;1900;90,025;
250710;2000;97,825;
250710;2100;100;
250710;2200;100;
250710;2300;100;
250711;0000;100;
250711;0100;100;
250711;0200;100;
250711;0300;100;
250711;0400;100;
250711;0500;100;
250711;0600;100;
250711;0700;100;
250711;0800;100;
250711;0900;100;
250711;1000;100;
250711;1100;91,525;
250711;1200;66,0699;
250711;1300;57,1775;
250711;1400;49,875;
250711;1500;54,83;
250711;1600;61,75;
250711;1700;70,4976;
250711;1800;78,115;
250711;1900;82,45;
250711;2000;87,9;
250711;2100;95,45;
250711;2200;100;
250711;2300;100;
250712;0000;100;
250712;0100;100;
250712;0200;100;
250712;0300;100;
250712;0400;100;
250712;0500;100;
250712;0600;99,875;
250712;0700;93,275;
250712;0800;87,6;
250712;0900;85,6;
250712;1000;82,375;
250712;1100;75,595;
250712;1200;70,8125;
250712;1300;68,1825;
250712;1400;60,5425;
250712;1500;57,915;
250712;1600;58,1075;
250712;1700;78,415;
250712;1800;91,175;
250712;1900;99,775;
250712;2000;100;
250712;2100;100;
250712;2200;100;
250712;2300;100;
250713;0000;100;
250713;0100;100;
250713;0200;100;
250713;0300;100;
250713;0400;96,2;
250713;0500;94,75;
250713;0600;96,475;
250713;0700;90,2;
250713;0800;87,7;
250713;0900;86,9;
250713;1000;83,775;
250713;1100;80,9401;
250713;1200;82;
250713;1300;77,3075;
250713;1400;74,08;
250713;1500;69,6176;
250713;1600;68,2175;
250713;1700;85,4301;
250713;1800;98,95;
250713;1900;87,75;
250713;2000;85,025;
250713;2100;80,8;
250713;2200;81,2;
250713;2300;87,575;
250714;0000;87,775;
250714;0100;87,8;
250714;0200;85,3;
250714;0300;85,775;
250714;0400;85,5;
250714;0500;87;
